angle_deg,seed,set_id,kappa,kr_hat,P32_hat
36,20,1,14.79,3.1,0.6994023806680242
36,20,2,20.66,3.433,0.9308590925634442
36,20,3,9.33,2.7,0.8631364873042239
36,20,5,20.94,3.967,0.7879352470218868
12,20,1,14.99,2.967,0.7278458509359911
12,20,2,17.24,2.967,0.9411252316737415
12,20,3,11.63,2.633,0.9429373073964576
12,20,5,18.44,3.5,0.8541631116587716
48,20,1,13.35,3.233,0.6590938598484696
48,20,2,21.84,3.367,0.9027513285402572
48,20,3,7.82,3.1,0.7771119684507415
48,20,5,21.41,3.833,0.8134254431108691
0,20,1,14.42,2.9,0.7272162497490839
0,20,2,14.99,2.967,0.8842248927838359
0,20,3,13.32,2.567,0.9425121325887748
0,20,5,20.06,3.767,0.9938455309462952
60,20,1,11.97,3.433,0.6079345361869951
60,20,2,19.84,3.433,0.8410748061430412
60,20,3,6.28,3.167,0.6536162343660303
60,20,5,21.99,3.833,0.8945555978875823
72,20,1,12.32,3.633,0.5796170688826885
72,20,2,20.07,3.367,0.8377671053986665
72,20,3,7.82,3.1,0.5836370548212684
72,20,5,23.61,3.833,0.8330462825953983
84,20,1,11.35,4.367,0.5803187591374361
84,20,2,20.75,3.567,0.791571745872308
84,20,3,8.28,3.033,0.7174340885869559
84,20,5,23.51,3.767,0.8714978673616526
108,20,1,9.15,4.767,0.3499399287474752
108,20,2,23.47,4.1,0.7367476236848234
108,20,3,11.58,2.633,0.9726548103529958
108,20,5,21.49,3.633,0.9835366128539544
96,20,1,10.31,4.1,0.43640044041687565
96,20,2,21.78,3.5,0.7784269710132058
96,20,3,10.84,2.767,0.8639654250821203
96,20,5,21.45,3.7,0.9237975631032701
120,20,1,9.73,3.767,0.4727687890282528
120,20,2,25.03,3.567,0.7707008738313447
120,20,3,12.3,2.5,1.0501588823120571
120,20,5,20.32,3.567,1.018501923893626
0,21,1,11.44,2.833,0.7493093314863899
0,21,2,15.08,3.367,0.8011589939365737
0,21,3,12.65,3.967,0.6997770435895161
0,21,5,24.37,3.833,0.8381271059894709
180,20,1,14.56,3.433,0.555332709747428
180,20,2,18.85,3.033,0.6342218099722847
180,20,3,13.74,2.567,1.1547090719337696
180,20,5,24.32,3.767,0.8562111342387307
132,20,1,11.07,3.633,0.5564603269260803
132,20,2,23.23,3.967,0.7137053160539951
132,20,3,12.19,2.5,1.096707951542773
132,20,5,21.38,3.367,1.0511894753379856
144,20,1,10.93,3.5,0.4386312432973541
144,20,2,24.62,3.633,0.6271032808130841
144,20,3,11.93,2.567,1.1104192675159263
144,20,5,23.11,3.633,1.1299336305081686
168,20,1,13.34,3.5,0.5204196553980223
168,20,2,18.17,3.5,0.6711655859145923
168,20,3,13.29,2.633,1.178391343721588
168,20,5,22.07,3.767,1.0120060787934457
156,20,1,12.44,3.167,0.5232885816540562
156,20,2,20.07,4.367,0.5437405629175549
156,20,3,13.68,2.567,1.1243720216402802
156,20,5,20.82,3.5,1.0468318687236455
24,21,1,11.9,3.033,0.8672348285391592
24,21,2,21.29,3.1,0.8519085422749908
24,21,3,11.69,3.9,0.6164681432142012
24,21,5,22.48,4.1,0.8067710371909015
12,21,1,12.8,2.833,0.784486465799407
12,21,2,21.16,3.3,0.828425607493258
12,21,3,12.75,3.767,0.6699298500258577
12,21,5,23.77,3.967,0.8363226522553234
36,21,1,12.03,2.967,0.8852528646666697
36,21,2,21.49,3.033,0.8628146679495831
36,21,3,10.44,4.233,0.5801269312551178
36,21,5,25.67,3.633,0.8272675874206623
72,21,1,11.12,2.833,0.8571202988323657
72,21,2,22.06,3.033,0.9158025768592644
72,21,3,9.42,4.767,0.4198838498484552
72,21,5,26.69,3.3,0.9813527358172746
120,21,1,9.47,2.767,0.7232148778710585
120,21,2,23.99,2.9,0.7912410904478517
120,21,3,12.65,3.433,0.5319712718693007
120,21,5,24.95,3.367,1.0158486672646492
108,21,1,8.09,2.7,0.6632043609165811
108,21,2,22.92,3.033,0.8284725729065036
108,21,3,9.95,3.633,0.5192171792991478
108,21,5,24.68,3.633,1.020822785191427
60,21,1,11.04,2.833,0.8171004522136107
60,21,2,23.43,2.967,0.9315118930507147
60,21,3,7.78,4.433,0.4661325660036449
60,21,5,26.71,3.5,0.9960838795014675
156,21,1,13.28,2.7,0.8499876616473563
156,21,2,20.22,3.1,0.6211541963940275
156,21,3,13.24,3.5,0.615475283493404
156,21,5,23.65,3.433,0.9622172269765119
96,21,1,8.83,2.767,0.7573837366879635
96,21,2,23.04,3.033,0.8373507252519237
96,21,3,9.45,3.7,0.4753651655415495
96,21,5,27.82,3.567,1.0835920891257134
84,21,1,10.53,2.633,0.732255359972663
84,21,2,23.19,3.033,0.8533561219731196
84,21,3,8.99,4.367,0.44988064775087505
84,21,5,27.18,3.433,1.0385816929157106
48,21,1,11.42,2.833,0.8821193830467506
48,21,2,23.76,2.9,0.9078623583843746
48,21,3,7.57,3.833,0.4977198190968749
48,21,5,25.91,3.5,0.9285057294236656
132,21,1,12.44,2.633,0.6850985788441932
132,21,2,25.88,2.9,0.7012546223378976
132,21,3,13.42,3.367,0.588962189733842
132,21,5,25.14,3.167,0.994324798539722
144,21,1,12.42,2.633,0.8087173222063059
144,21,2,23.03,3.367,0.5724076101996284
144,21,3,13.71,3.433,0.5749156270102402
144,21,5,23.87,3.233,0.9805785153069724
48,22,1,14.3,2.9,0.8095513122700196
48,22,2,17.44,2.9,1.1943586823348522
48,22,3,7.94,3.033,0.8834042245223613
48,22,5,26.75,3.1,1.0377316625660822
12,22,1,14.75,2.767,0.8728841486659252
12,22,2,17.8,3.033,1.061627295026034
12,22,3,12.79,3.367,0.8716704003268926
12,22,5,23.91,3.433,0.9415573992678259
24,22,1,15.11,2.833,0.9125504857276928
24,22,2,19.46,2.833,1.1552450784386665
24,22,3,10.05,3.1,0.924941968714348
24,22,5,24.76,3.767,0.9678375968423527
180,21,1,12.25,2.767,0.9215380129934734
180,21,2,18.03,2.7,0.7114796676948618
180,21,3,13.4,3.433,0.6065611542601164
180,21,5,26.68,3.633,0.8230909244783061
168,21,1,13.01,2.7,0.8934580093819301
168,21,2,14.85,3.1,0.6994212092729617
168,21,3,13.74,3.367,0.6283402941268551
168,21,5,25.31,3.633,0.8538762933776256
0,22,1,15.13,2.833,0.8453675105624542
0,22,2,16.34,3.5,0.9627754629529774
0,22,3,12.79,3.5,0.8878784251909548
0,22,5,25.54,3.433,0.8769744519875442
36,22,1,14.95,2.767,0.8307965762318041
36,22,2,18.68,2.9,1.2546419238638078
36,22,3,8.73,3.1,0.9897451649795742
36,22,5,24.55,3.167,0.9935604296367824
60,22,1,13.72,2.833,0.7836055980320674
60,22,2,17.63,3.1,1.1597186787368476
60,22,3,8.96,2.833,0.7572898833836755
60,22,5,24.69,3.3,0.9748422937740094
84,22,1,11.36,2.833,0.6196154359314416
84,22,2,18.02,2.767,1.023609501208245
84,22,3,12.67,3.1,0.8431076883726341
84,22,5,27.01,3.433,0.8886904956653864
72,22,1,13.59,2.9,0.7570814986322691
72,22,2,18.69,2.767,1.089787854863514
72,22,3,9.62,2.967,0.7755574076525954
72,22,5,26.32,3.5,0.9472551880288708
96,22,1,11.63,2.967,0.6998457277544058
96,22,2,20.33,2.833,0.972898736465698
96,22,3,14.25,3.367,0.864078918775866
96,22,5,25.87,3.5,0.9388661235984396
120,22,1,10.13,3.367,0.6021240329643454
120,22,2,22.63,2.7,0.9754161991728229
120,22,3,13.55,3.5,0.7757054247232804
120,22,5,26.9,3.3,0.9052389366475243
0,23,1,12.47,3.1,0.762111873758008
0,23,2,14.81,3.033,1.0662884392021539
0,23,3,10.74,2.967,0.9838075848899672
0,23,5,22.21,3.5,1.0078497543209752
132,22,1,11.77,2.9,0.6972759874886698
132,22,2,23.23,2.567,0.9640710100455286
132,22,3,12.91,3.567,0.7733083398808215
132,22,5,25.37,3.167,0.9460008147767497
180,22,1,12.95,2.9,0.7432503812718716
180,22,2,16.9,2.967,1.0098382201669354
180,22,3,11.88,3.433,0.6487096548766866
180,22,5,28.64,3.367,0.959472135495338
108,22,1,9.15,2.967,0.4834664253042508
108,22,2,20.11,2.833,0.9415774916988836
108,22,3,13.43,3.567,0.8305060202336938
108,22,5,27.43,3.433,0.9438960575263942
156,22,1,14.72,2.9,0.7604961306587734
156,22,2,19.54,2.633,0.9007500577759062
156,22,3,12.89,3.5,0.7110383532368387
156,22,5,26.7,3.5,0.9427117556475468
144,22,1,13.89,2.9,0.7312611092197348
144,22,2,22.06,2.633,0.9863561472172243
144,22,3,12.9,3.567,0.7417319169364897
144,22,5,27.02,3.167,0.943818602856981
168,22,1,13.41,2.9,0.7615441473034662
168,22,2,14.13,3.1,0.9569728040419739
168,22,3,13.15,3.3,0.6746127910104205
168,22,5,26.74,3.433,0.951559619284627
12,23,1,13.3,2.9,0.7800184877068181
12,23,2,13.66,2.9,1.0875781549351589
12,23,3,11.17,2.967,0.9359488209910002
12,23,5,21.1,3.433,0.9539467767624482
24,23,1,12.46,3.033,0.8168977363326676
24,23,2,17.31,2.833,1.038527107709977
24,23,3,11.99,2.833,0.9693441335715836
24,23,5,20.73,3.9,0.9759041917001243
36,23,1,13.6,2.9,0.7533828234840377
36,23,2,17.18,2.833,1.1442016217404403
36,23,3,12.47,3.033,1.0392609397782058
36,23,5,23.08,3.5,0.8798851794016634
72,23,1,13.57,2.767,0.8247329905234805
72,23,2,18.45,2.767,1.3441444299858583
72,23,3,8.08,2.767,0.9872573257714992
72,23,5,24.92,3.833,0.9696339462745103
48,23,1,13.69,2.967,0.7997461434290025
48,23,2,18.5,2.967,1.1746496129139956
48,23,3,9.9,2.7,0.9986428053412989
48,23,5,23.68,3.567,1.0732501104410839
108,23,1,9.89,2.833,0.6854934460872577
108,23,2,18.01,2.967,1.2541432992725867
108,23,3,11.54,2.833,1.0117001710557236
108,23,5,22.73,3.5,1.0382512095137613
96,23,1,10.26,2.633,0.7133754373488271
96,23,2,18.46,3.033,1.3187508006452144
96,23,3,10.66,2.9,1.0130088743559638
96,23,5,23.63,3.767,1.0424972555273466
120,23,1,10.33,3.1,0.805746541667801
120,23,2,17.99,3.167,1.231546360574156
120,23,3,12.29,2.9,0.9798387643866995
120,23,5,21.62,3.5,1.0924631177678694
84,23,1,12.35,2.7,0.8350389038866792
84,23,2,19.16,2.767,1.3407577004679143
84,23,3,10.37,2.7,1.0196364272857754
84,23,5,24.34,3.7,1.0270170667041967
60,23,1,13.53,2.9,0.8324597447025989
60,23,2,17.15,2.833,1.2380182391778345
60,23,3,9.36,2.967,0.9689268590810913
60,23,5,22.98,3.7,1.0508469281955541
132,23,1,12.37,3.233,0.6997681677626856
132,23,2,18.42,3.1,1.146998635124616
132,23,3,12.34,3.1,0.9447684774508878
132,23,5,23.6,3.3,1.1159396836918647
144,23,1,13.43,3.433,0.6557368581831802
144,23,2,17.03,3.3,1.010939133691143
144,23,3,12.65,3.033,0.9474338370214246
144,23,5,24.56,3.567,1.1813897761927712
156,23,1,15.26,3.367,0.6351638048370589
156,23,2,13.21,3.3,0.8767113767065827
156,23,3,13.87,3.167,1.0172036809144784
156,23,5,22.84,3.3,1.1677787771139765
168,23,1,14.45,3.233,0.6062688593076977
168,23,2,12.48,3.033,0.9632511089257555
168,23,3,12.48,2.967,1.07225404550267
168,23,5,23.6,3.367,1.1144625573222107
180,23,1,14.42,3.3,0.6133210482058357
180,23,2,13.36,3.1,0.8542073078283607
180,23,3,12.3,2.967,1.1280994572007457
180,23,5,25.04,3.433,0.9862063972390597
60,24,1,12.96,3.033,0.7729346992068121
60,24,2,26.59,2.767,0.9790850441706048
60,24,3,7.66,2.9,0.9053042309206186
60,24,5,25.0,3.633,0.9108542584078982
72,24,1,13.37,3.033,0.7785473576335908
72,24,2,26.69,2.767,1.041845080739785
72,24,3,8.83,2.833,0.8057982980186538
72,24,5,24.98,3.567,0.8830908362633217
36,24,1,13.59,2.967,0.872427108993283
36,24,2,27.89,2.5,0.8290191431474819
36,24,3,9.42,2.567,1.104598977791377
36,24,5,24.09,3.633,0.7338516042213848
84,24,1,12.24,2.833,0.6876030469951102
84,24,2,27.06,2.833,1.0862219182523445
84,24,3,8.99,2.967,0.7237277319307712
84,24,5,24.73,3.633,0.9422329606457754
96,24,1,10.83,3.3,0.6115735891864839
96,24,2,23.61,2.633,1.0764457104959864
96,24,3,10.32,2.967,0.7939744640286279
96,24,5,26.14,3.567,0.9429206981183444
12,24,1,14.07,2.833,0.9239306607557156
12,24,2,30.74,2.633,0.695344340526063
12,24,3,11.98,2.5,1.046640561752392
12,24,5,21.53,4.033,0.7596049732726763
24,24,1,14.34,2.9,0.9164933968114052
24,24,2,24.24,2.5,0.7716856560046761
24,24,3,10.84,2.633,1.0997327785904825
24,24,5,21.9,4.167,0.7199675883592008
0,24,1,12.66,2.833,0.9534980938153035
0,24,2,23.2,2.567,0.704012034541536
0,24,3,14.98,2.567,1.0208112648059815
0,24,5,22.79,3.767,0.792455587601587
48,24,1,12.63,2.9,0.8313798876409965
48,24,2,26.09,2.567,0.8882821841910634
48,24,3,8.37,2.433,1.0733683056590668
48,24,5,22.24,3.433,0.814202865051187
120,24,1,9.54,2.9,0.6751258374459058
120,24,2,20.11,2.767,1.0388438952689332
120,24,3,10.87,2.767,0.8761625957740331
120,24,5,24.95,3.5,0.8828967190177615
108,24,1,8.29,3.1,0.6422250142919173
108,24,2,22.33,2.633,1.0952573704147706
108,24,3,10.67,2.767,0.841910358547517
108,24,5,24.7,3.567,0.8854079870783753
132,24,1,12.09,2.967,0.8080980251189152
132,24,2,20.94,2.833,0.9574696431401021
132,24,3,11.44,2.567,0.89300827333397
132,24,5,25.96,3.233,0.8925542799646438
144,24,1,13.57,2.967,0.7825827167615375
144,24,2,20.02,2.833,0.7483062904933053
144,24,3,10.92,2.567,0.8873636231490067
144,24,5,23.09,3.433,0.847131448544309
0,25,1,13.1,2.967,0.800293708143498
0,25,2,17.91,3.567,0.7331986459809878
0,25,3,10.55,2.9,0.8592272646791805
0,25,5,25.36,3.433,0.8868542532416621
156,24,1,15.92,3.033,0.7818707088761717
156,24,2,19.83,2.833,0.7813205684343887
156,24,3,10.93,2.7,0.9082594960488393
156,24,5,22.42,3.433,0.8220918277838017
168,24,1,15.1,2.967,0.7875627756233012
168,24,2,14.98,2.367,0.5914746078338846
168,24,3,11.5,2.833,0.9258094828637173
168,24,5,22.6,3.567,0.8255473772895893
12,25,1,13.72,2.9,0.8437874662564642
12,25,2,25.67,2.967,0.7783373579000101
12,25,3,10.28,3.1,0.7946856660824968
12,25,5,28.89,3.367,0.8796351730227283
24,25,1,13.45,2.9,0.8709989266411557
24,25,2,23.15,3.1,0.9262711570997832
24,25,3,8.86,3.1,0.7604802167413911
24,25,5,30.6,3.833,0.8246242300389689
180,24,1,14.68,3.033,0.7822189586145394
180,24,2,21.27,2.7,0.9955286295567014
180,24,3,12.35,2.7,0.9299246136693485
180,24,5,22.99,3.433,0.7960568183276381
36,25,1,13.13,2.833,0.8458030234357565
36,25,2,25.36,3.167,1.0717649220878744
36,25,3,9.62,3.3,0.7765049524506143
36,25,5,29.02,3.3,0.8807893471444789
48,25,1,14.08,2.9,0.8416269977694989
48,25,2,24.39,3.1,1.0774922690510282
48,25,3,7.22,4.1,0.6425966895315902
48,25,5,25.79,3.3,0.9643068035847661
60,25,1,12.76,3.033,0.8674031378438232
60,25,2,23.55,3.167,1.0465791599692276
60,25,3,7.1,3.833,0.6526308646922352
60,25,5,28.02,3.367,0.8780686743209728
72,25,1,15.22,2.9,0.8158277812265794
72,25,2,23.71,3.033,1.007892928818075
72,25,3,8.96,3.9,0.7988288435591894
72,25,5,28.57,3.5,0.9069713692968027
96,25,1,10.78,2.833,0.7794829531795386
96,25,2,21.77,3.033,0.9489083865784331
96,25,3,10.21,2.9,0.8175590946397004
96,25,5,25.73,3.567,0.9400274355851168
120,25,1,8.73,2.767,0.5580059584832929
120,25,2,21.94,2.833,0.8170612351531571
120,25,3,11.21,2.9,0.819568664164475
120,25,5,25.83,3.367,0.873360431809433
84,25,1,11.61,2.833,0.8515238286450904
84,25,2,22.6,3.233,0.989742859924296
84,25,3,11.3,3.167,0.7440922491496186
84,25,5,26.79,3.433,0.8664114230461036
108,25,1,8.26,3.1,0.63480633607837
108,25,2,22.34,3.1,0.9068065708048108
108,25,3,10.33,2.967,0.8142492927572752
108,25,5,26.42,3.433,0.9407156808319266
132,25,1,9.39,3.433,0.7017794238320393
132,25,2,23.17,3.167,0.8410246544088532
132,25,3,11.82,2.7,0.8258317739145992
132,25,5,24.24,3.3,0.8796476347838241
168,25,1,14.05,2.9,0.8051285644968618
168,25,2,20.12,3.233,0.7065097981039984
168,25,3,10.51,2.7,0.93594669296239
168,25,5,24.97,3.367,0.8381300347472638
144,25,1,10.81,3.1,0.6901192243528276
144,25,2,20.73,2.967,0.819884726855707
144,25,3,11.79,2.767,0.8383896802699303
144,25,5,26.43,3.367,0.8285496873737327
180,25,1,13.83,2.833,0.8435148504796353
180,25,2,22.88,3.233,0.834988210123907
180,25,3,11.06,2.767,0.9946471579320295
180,25,5,27.98,3.167,0.9152046774670433
156,25,1,12.35,2.833,0.7740061096878655
156,25,2,30.47,2.9,0.8465405913366387
156,25,3,11.93,2.9,0.881825625929319
156,25,5,25.31,3.833,0.8006977760914318
0,26,1,13.17,3.1,0.6878354308086388
0,26,2,11.98,3.3,0.6522674489542561
0,26,3,13.58,2.967,0.8695617277177943
0,26,5,23.36,3.233,1.0073584408323415
12,26,1,13.77,2.9,0.7105556482915858
12,26,2,13.68,3.167,0.6437519009724809
12,26,3,12.45,2.9,0.8874426913367252
12,26,5,21.09,3.167,1.0008791083292305
24,26,1,13.96,3.033,0.727868457514816
24,26,2,18.44,3.233,0.8849392589008945
24,26,3,12.14,3.033,0.8272512869683172
24,26,5,19.97,3.567,0.9484837885233067
96,26,1,10.89,2.9,0.5595121038488234
96,26,2,20.85,2.967,1.0508392778246143
96,26,3,10.78,3.167,0.7625244970724109
96,26,5,23.18,3.7,1.0421206592830576
36,26,1,13.53,3.033,0.6803944953784395
36,26,2,20.28,3.1,1.0313425991195198
36,26,3,9.44,3.167,0.8010674233853435
36,26,5,22.97,3.233,0.9708362770874793
108,26,1,9.87,3.233,0.43224262046700024
108,26,2,21.17,2.967,1.0435763171150723
108,26,3,11.88,3.233,0.8631537964620866
108,26,5,22.73,3.433,1.013207347774258
120,26,1,10.24,3.3,0.5916333604835683
120,26,2,21.35,2.967,0.9858824463898567
120,26,3,12.76,3.233,0.8779946443968206
120,26,5,21.66,3.5,1.038836758130585
60,26,1,13.9,3.1,0.6690692408738149
60,26,2,20.65,2.967,1.0691769398390074
60,26,3,8.15,3.433,0.6329515031431344
60,26,5,25.54,3.5,1.0097761051268854
48,26,1,14.31,3.167,0.6693780768221393
48,26,2,20.56,2.967,1.037888181276952
48,26,3,8.04,3.1,0.6295498926615736
48,26,5,25.52,3.233,1.0905747503226804
72,26,1,13.92,3.167,0.643453076891168
72,26,2,19.76,3.1,1.0727335718988347
72,26,3,8.97,3.033,0.486957095101352
72,26,5,24.94,3.567,0.9918568889374254
84,26,1,12.55,3.233,0.5847556338936435
84,26,2,20.13,2.833,1.0583607303641358
84,26,3,10.81,3.233,0.5974903992881995
84,26,5,24.05,3.567,1.0399513801808764
132,26,1,12.44,3.3,0.6083806791980266
132,26,2,22.25,3.167,0.9993737394040331
132,26,3,12.78,3.433,0.8909013934059798
132,26,5,23.47,3.3,0.9755458359052636
144,26,1,12.63,3.367,0.6360912907841482
144,26,2,18.43,2.9,0.960974344661486
144,26,3,13.32,3.233,0.8582525990192841
144,26,5,24.47,3.5,0.9957348401225271
168,26,1,13.93,2.967,0.6423695307586169
168,26,2,12.5,2.7,0.836899941719905
168,26,3,12.41,3.367,0.737105701257105
168,26,5,23.62,3.5,0.8904728087673915
156,26,1,13.38,3.233,0.6632009587576579
156,26,2,15.03,2.633,0.9905958265882896
156,26,3,11.81,3.367,0.8049080190063154
156,26,5,23.05,3.367,0.9400621426156097
60,27,1,14.55,3.167,0.7726916472473723
60,27,2,20.16,3.033,0.9135920445497739
60,27,3,7.49,2.967,0.9995163390915697
60,27,5,25.38,3.633,0.9065267345399434
72,27,1,14.06,3.233,0.7591613056341848
72,27,2,20.47,3.233,0.8685255239412908
72,27,3,9.48,3.1,0.9761461095916958
72,27,5,25.09,3.567,0.9523497900478185
36,27,1,14.25,2.833,0.9460608200262945
36,27,2,21.97,2.767,0.9355126015230218
36,27,3,9.75,3.833,0.9096597504379327
36,27,5,24.44,3.9,0.8163353878313632
180,26,1,12.66,3.1,0.6918268899121538
180,26,2,13.16,2.9,0.835490166194184
180,26,3,12.82,3.3,0.691896503655737
180,26,5,25.32,3.833,0.8383115834913528
48,27,1,14.06,3.033,0.8563100279524136
48,27,2,22.01,2.767,0.9312855916956714
48,27,3,8.45,3.5,0.9492436226188425
48,27,5,22.66,3.7,0.8354998401192422
0,27,1,12.97,2.767,1.1201889858889404
0,27,2,18.91,2.833,0.7349790080365229
0,27,3,11.92,3.567,0.8831719621544226
0,27,5,25.03,3.967,0.7747425621889141
12,27,1,14.61,2.767,1.0780075997616512
12,27,2,18.17,2.967,0.6999844839206714
12,27,3,11.19,4.1,0.9139815165156264
12,27,5,24.56,4.233,0.7140299579010021
24,27,1,14.07,2.767,1.0156388300718742
24,27,2,21.28,2.9,0.8188616208364674
24,27,3,11.25,3.967,0.8811597623070246
24,27,5,22.36,4.033,0.7452864421639217
96,27,1,11.05,2.967,0.700442939118607
96,27,2,19.33,3.167,0.919149842891505
96,27,3,12.0,3.167,1.0777269874770972
96,27,5,27.08,3.433,0.981843472543569
84,27,1,14.86,3.1,0.6783740079414534
84,27,2,19.71,3.233,0.9176228009303933
84,27,3,11.04,3.367,1.1099316265455414
84,27,5,25.6,3.567,0.983366666054013
120,27,1,10.75,2.833,0.875833512034746
120,27,2,20.67,3.033,0.8800947667312504
120,27,3,13.71,3.1,0.8982023455821476
120,27,5,25.92,3.7,0.88807728982941
108,27,1,9.56,2.7,0.75822611852705
108,27,2,22.0,3.033,0.893827315678507
108,27,3,12.94,3.233,0.9708100683374656
108,27,5,25.02,3.5,0.9015647282843384
168,27,1,14.6,2.9,0.957504675473011
168,27,2,17.98,2.767,1.2143779836158668
168,27,3,11.37,2.967,0.7762199617032938
168,27,5,24.88,3.633,0.8385557616441791
144,27,1,13.55,2.833,0.8876978154294309
144,27,2,21.68,2.833,0.8679227035132138
144,27,3,11.88,3.233,0.804754699395015
144,27,5,25.95,3.433,0.8421613302673235
156,27,1,15.05,2.833,0.9192177306894763
156,27,2,20.15,2.833,0.8997090047140641
156,27,3,10.82,3.033,0.7984448985873402
156,27,5,24.33,3.567,0.8342252865181841
180,27,1,14.97,2.7,0.9606142984592833
180,27,2,18.7,2.833,1.1163507338497216
180,27,3,10.2,3.1,0.7564750753925042
180,27,5,24.11,3.433,0.8291232664039595
132,27,1,12.41,2.7,0.8922021196558564
132,27,2,21.65,2.967,0.8733990633618133
132,27,3,12.77,3.233,0.8766974352068373
132,27,5,27.11,3.367,0.8712784339640214
0,28,1,14.39,3.367,0.8491062527124407
0,28,2,17.77,2.833,1.2118440598192077
0,28,3,10.56,3.033,0.9115867876082319
0,28,5,26.9,3.3,0.9473911101655905
12,28,1,14.15,3.3,0.8655412666486421
12,28,2,21.26,2.967,1.136645674512812
12,28,3,10.63,2.967,0.8810726925098765
12,28,5,25.74,3.167,0.9035560198966193
24,28,1,14.43,3.3,0.8607915131219394
24,28,2,20.81,3.233,1.2418661972230958
24,28,3,10.71,2.967,0.8290625236290928
24,28,5,27.38,3.5,0.8831125889647153
48,28,1,14.13,2.9,0.9264523843008554
48,28,2,18.11,2.833,1.225200174563669
48,28,3,8.34,2.9,0.9817034039226225
48,28,5,25.44,3.233,0.9872167092246911
60,28,1,14.85,2.9,0.9319158225493455
60,28,2,17.34,2.967,1.1702835009941492
60,28,3,7.08,2.967,0.8817649991306054
60,28,5,27.01,3.433,0.9420403087790746
108,28,1,9.36,2.7,0.7765790014809067
108,28,2,20.13,3.1,1.0582870504065165
108,28,3,9.19,3.167,0.732587676341563
108,28,5,28.74,3.5,0.8785481643862189
120,28,1,9.81,2.5,0.7978614697008527
120,28,2,19.69,2.967,1.1211460254472279
120,28,3,9.73,2.967,0.7696911942883057
120,28,5,29.85,3.3,0.8281722767961248
84,28,1,12.84,2.633,0.863411076137266
84,28,2,18.74,3.1,1.108385067507214
84,28,3,8.57,3.233,0.8231223476136289
84,28,5,29.33,3.433,0.8223145349323291
144,28,1,10.51,3.3,0.6088755788373235
144,28,2,18.72,2.967,0.878621051147586
144,28,3,9.91,3.367,0.8159138414523764
144,28,5,29.04,3.433,0.8135686397761384
72,28,1,15.07,2.767,0.898418715847637
72,28,2,17.87,2.9,1.1495145102798097
72,28,3,7.59,3.1,0.8498771179504695
72,28,5,29.5,3.633,0.8919584159109782
96,28,1,12.02,2.567,0.7472836520170311
96,28,2,18.97,3.167,1.0983840225934847
96,28,3,8.72,3.367,0.7520056619557816
96,28,5,30.11,3.433,0.8518068459000552
36,28,1,14.86,3.167,0.8890398616150392
36,28,2,18.42,2.9,1.2442539895207572
36,28,3,9.04,3.033,0.9491378120997068
36,28,5,26.44,3.167,0.896541089201178
132,28,1,9.6,3.233,0.6592644779526827
132,28,2,18.65,3.1,1.0341580713905776
132,28,3,9.48,3.1,0.8227889879206861
132,28,5,26.74,3.367,0.8289601204075707
156,28,1,11.72,3.433,0.7000411110432914
156,28,2,17.85,2.7,0.7185013954779174
156,28,3,10.48,3.3,0.8705343497720976
156,28,5,29.86,3.5,0.7991708591651443
168,28,1,13.42,2.9,0.7097855314651886
168,28,2,12.53,3.1,0.8952238733246827
168,28,3,9.62,3.1,0.8954123801522805
168,28,5,27.71,3.233,0.7890884084984366
36,29,1,12.67,3.167,0.6807272694297196
36,29,2,18.19,2.967,0.9378302626978416
36,29,3,9.83,2.5,1.0482923600852723
36,29,5,28.75,3.367,0.9683344874726862
48,29,1,12.35,2.967,0.680120106991111
48,29,2,19.07,3.033,0.9239523572102019
48,29,3,8.94,2.567,1.0357165782296927
48,29,5,28.47,3.367,1.1164304951193738
60,29,1,12.46,2.967,0.7135104745414499
60,29,2,19.47,2.967,0.9057503004928011
60,29,3,7.96,2.633,1.168777715271943
60,29,5,26.66,3.5,1.0922334591941387
72,29,1,12.27,2.7,0.6967053261617545
72,29,2,20.01,3.033,0.8769435724084063
72,29,3,7.95,2.7,0.9787154392421195
72,29,5,26.66,3.367,1.0766947068110906
0,29,1,15.6,2.7,0.7189301944930067
0,29,2,15.39,3.1,0.9483729846767271
0,29,3,10.96,2.9,1.0289443218617869
0,29,5,27.42,3.233,0.9407254133433671
180,28,1,13.71,2.967,0.732628265505358
180,28,2,13.73,2.833,0.9374488868334007
180,28,3,10.11,3.1,0.8270223970430043
180,28,5,29.95,3.3,0.9164762623632895
12,29,1,14.29,2.767,0.7044014666486865
12,29,2,16.48,2.9,1.0001291011530615
12,29,3,11.03,2.767,0.9746090429436698
12,29,5,25.01,3.367,0.9350736458603617
24,29,1,13.64,3.1,0.6881400716005219
24,29,2,21.6,2.967,0.9275897571588203
24,29,3,10.68,2.7,1.0980324750781758
24,29,5,22.95,3.9,0.9354142778152027
84,29,1,12.09,2.9,0.6865842593912358
84,29,2,20.78,3.033,0.8397783638683111
84,29,3,10.73,2.767,0.8879184625368359
84,29,5,26.68,3.5,1.091623473932361
96,29,1,12.46,2.633,0.7800014613310351
96,29,2,20.68,3.167,0.8197632427968448
96,29,3,10.68,2.967,0.8939035081449505
96,29,5,26.48,3.5,1.0769850022032392
180,29,1,13.8,2.833,0.916072071463925
180,29,2,18.85,2.567,0.8079546888955677
180,29,3,12.55,3.233,0.8930424807073565
