angle_deg,seed,set_id,kappa,kr_hat,P32_hat
12,8,1,16.27,2.967,0.6977495075535218
12,8,2,17.89,3.233,0.7358027951800884
12,8,3,13.53,2.767,1.0222787960270385
12,8,5,23.29,3.5,0.9275630523225359
168,7,1,16.01,2.967,0.7284848698810211
168,7,2,15.11,2.633,0.6779931372166071
168,7,3,12.41,2.9,0.9728957759105212
168,7,5,22.71,2.9,1.1631550643884878
120,7,1,8.51,3.033,0.5008111145195339
120,7,2,21.15,2.3,1.4264601390759495
120,7,3,11.49,2.7,1.1250049282803267
120,7,5,23.24,3.1,1.138590772868435
108,7,1,7.96,3.367,0.36641879343268113
108,7,2,21.63,2.367,1.5253636551416008
108,7,3,10.9,2.7,1.1764228117535445
108,7,5,23.15,3.1,1.0925047464696047
156,7,1,14.32,2.967,0.6719881199731202
156,7,2,17.03,2.5,1.0835959610792214
156,7,3,13.13,2.833,0.9425218416622964
156,7,5,23.98,3.033,1.111086635044474
0,8,1,15.36,2.9,0.7268061386593154
0,8,2,16.15,3.367,0.5962703172920578
0,8,3,12.45,2.767,1.0537425854667517
0,8,5,24.18,3.567,0.9614553892830461
180,7,1,16.4,2.9,0.7519191675021228
180,7,2,17.78,2.767,0.8560186917200119
180,7,3,11.59,3.033,0.9700402352616186
180,7,5,22.88,2.833,1.1364736142931107
144,7,1,11.7,3.1,0.6482594211399961
144,7,2,18.82,2.633,1.2494575335987097
144,7,3,12.21,2.967,0.9932071412659838
144,7,5,24.32,2.9,1.1876043648683556
132,7,1,11.51,3.1,0.6157706338171566
132,7,2,21.37,2.433,1.4928680435646797
132,7,3,12.36,2.833,1.1067883105058163
132,7,5,24.32,2.9,1.1189672460234492
24,8,1,14.85,2.967,0.7365370496316727
24,8,2,17.8,3.367,0.8395960374138848
24,8,3,13.09,2.633,1.0018594865420656
24,8,5,22.42,3.567,1.0344937421758464
84,8,1,12.04,3.033,0.6124874132547986
84,8,2,18.28,2.9,0.9846112317729746
84,8,3,12.93,2.567,0.9458621128253664
84,8,5,24.47,3.233,1.143429094149459
72,8,1,13.17,2.9,0.7173933150797032
72,8,2,19.16,2.967,0.9882528399545177
72,8,3,11.07,2.5,1.0620476602646391
72,8,5,23.93,3.167,1.0934141770821542
36,8,1,15.37,2.967,0.7345925122872579
36,8,2,19.01,3.167,0.8703081917533096
36,8,3,12.65,2.7,1.1477972118162665
36,8,5,22.62,3.433,0.9917479127563746
48,8,1,13.98,2.833,0.7783989541004782
48,8,2,19.17,3.1,0.9547762511750227
48,8,3,9.98,2.567,1.221017097774611
48,8,5,20.85,3.433,1.0401925302587534
60,8,1,13.3,2.9,0.7852813733656986
60,8,2,18.8,2.967,0.8463465533279226
60,8,3,11.13,2.5,1.2032349809201037
60,8,5,20.67,3.233,1.0855371803134763
108,8,1,10.2,2.9,0.7571565142990497
108,8,2,19.95,2.7,1.165775184970377
108,8,3,15.6,2.633,0.9717142465546348
108,8,5,25.59,3.367,1.145309349102724
132,8,1,14.17,3.167,0.6236332897298256
132,8,2,20.86,2.567,0.8404635653991411
