seed,mode,set_id,lmin_fit,kr_hat,fit_status,adoption_status,class_l1,q90_ratio
108,hybrid,2,0.75,2.6,ok,provisional_accepted,0.12776260808406764,0.6940674626516762
108,hybrid,3,0.1,3.1,ok,accepted,0.09445217737124681,0.8257984121611929
108,hybrid,3,0.2,3.05,ok,accepted,0.09933989532067809,0.8178238339639292
108,hybrid,3,0.3,3.1,ok,accepted,0.12402727686885728,0.8151379436772003
108,hybrid,3,0.5,3.1,ok,accepted,0.11588785046728979,0.7819923727836576
108,hybrid,3,0.75,3.05,ok,accepted,0.11141276884720623,0.7733310913914296
108,hybrid,5,0.1,3.7,ok,accepted,0.06423918552305999,1.0106609586195832
108,hybrid,5,0.2,3.65,ok,accepted,0.05162548632451769,1.0244416330074915
108,hybrid,5,0.3,3.75,ok,accepted,0.04134753171629528,1.0118913978571524
108,hybrid,5,0.5,3.7,ok,accepted,0.06084685341835598,0.8523615390483013
108,hybrid,5,0.75,3.5,ok,accepted,0.08138608635438081,0.8537975067208156
109,window_mc,1,0.1,3.1,ok,accepted,0.04560422787541248,0.9133157562105667
109,window_mc,1,0.2,3.35,ok,provisional_accepted,0.017879403070128613,0.8603520720447927
109,window_mc,1,0.3,3.2,ok,provisional_accepted,0.016244726805105282,0.9099505369720489
109,window_mc,1,0.5,3.3,ok,provisional_accepted,0.01766957586893285,0.8936715707010892
109,window_mc,1,0.75,3.3,ok,provisional_accepted,0.017243759829993717,0.8996351691637652
109,window_mc,2,0.1,3.5,ok,provisional_accepted,0.15012203806613791,0.9733803902779361
109,window_mc,2,0.2,3.5,ok,provisional_accepted,0.15896151818661047,0.9710577041556168
109,window_mc,2,0.3,3.7,ok,rejected,0.18417840687577533,0.9382582886846129
109,window_mc,2,0.5,3.3,ok,accepted,0.14341900796119916,0.9691133328869395
109,window_mc,2,0.75,3.5500000000000003,ok,provisional_accepted,0.2018948683211215,0.8976083637946329
109,window_mc,3,0.1,3.05,ok,accepted,0.28716899647687233,1.0005742948218264
109,window_mc,3,0.2,3.0,ok,accepted,0.24785881276116198,0.9873837272636736
109,window_mc,3,0.3,3.05,ok,accepted,0.2634406964196091,0.9664302989223501
109,window_mc,3,0.5,3.1,ok,accepted,0.29836053595404016,0.9727368556176446
109,window_mc,3,0.75,3.1500000000000004,ok,accepted,0.2946463667094677,0.9347161574505483
109,window_mc,5,0.1,3.0,ok,rejected,0.02649304019692702,0.8559646156081233
109,window_mc,5,0.2,3.2,ok,provisional_accepted,0.03616256283034418,0.7955633636572375
109,window_mc,5,0.3,3.1,ok,provisional_accepted,0.01732125413376682,0.7998307516340725
109,window_mc,5,0.5,3.05,ok,provisional_accepted,0.020622827905779437,0.768975929882559
109,window_mc,5,0.75,3.05,ok,provisional_accepted,0.043221954976702656,0.8043817063989661
109,hybrid,1,0.1,3.25,ok,provisional_accepted,0.03618608235541018,0.8722043008997911
109,hybrid,1,0.2,3.1500000000000004,ok,provisional_accepted,0.02959308932813163,0.9103648707146423
109,hybrid,1,0.3,3.0,ok,accepted,0.035266331975624274,0.9549769163245211
109,hybrid,1,0.5,3.1,ok,accepted,0.020922869749584568,0.9309890218868927
109,hybrid,1,0.75,3.1500000000000004,ok,provisional_accepted,0.035904604870122155,0.9451659431243357
109,hybrid,2,0.1,3.3,ok,accepted,0.1265323664862368,1.005750191056708
109,hybrid,2,0.2,3.4000000000000004,ok,provisional_accepted,0.14428469611993988,0.9883624053625385
109,hybrid,2,0.3,3.45,ok,provisional_accepted,0.1538709722280168,0.9769936559953661
109,hybrid,2,0.5,3.35,ok,provisional_accepted,0.15359990149906116,0.9690503978657805
109,hybrid,2,0.75,3.4000000000000004,ok,provisional_accepted,0.19773819911893215,0.9201149820928755
109,hybrid,3,0.1,3.0,ok,accepted,0.2819905483117918,1.0074220064790382
109,hybrid,3,0.2,3.1500000000000004,ok,accepted,0.2505738070297776,0.9422938208994992
109,hybrid,3,0.3,3.1,ok,accepted,0.2800157632825848,0.9643802853360055
109,hybrid,3,0.5,3.2,class_fraction_mismatch,rejected,0.30062853839589665,0.9472092015583358
109,hybrid,3,0.75,3.1,ok,accepted,0.2864285438572988,0.9501375295493492
109,hybrid,5,0.1,3.05,ok,provisional_accepted,0.029293098671517612,0.845362180188124
109,hybrid,5,0.2,3.0,ok,rejected,0.0167766489393106,0.832326078587546
109,hybrid,5,0.3,3.1500000000000004,ok,provisional_accepted,0.019103640097672972,0.7873659405877426
109,hybrid,5,0.5,3.1500000000000004,ok,provisional_accepted,0.026707413759627225,0.74395569123635
109,hybrid,5,0.75,3.1,ok,provisional_accepted,0.05273650775063306,0.7830143830017366
110,window_mc,1,0.1,3.35,ok,provisional_accepted,0.03750933054468748,0.9434800625281193
110,window_mc,1,0.2,3.3,ok,provisional_accepted,0.07525056946917642,0.9566384653277558
110,window_mc,1,0.3,3.3,ok,provisional_accepted,0.06945255319576617,0.9538951014727167
110,window_mc,1,0.5,3.45,ok,rejected,0.05163079981730739,0.8894456782857021
110,window_mc,1,0.75,3.5,ok,rejected,0.027336637532451958,0.8481758568988617
110,window_mc,2,0.1,2.6,ok,provisional_accepted,0.060408966805127876,0.6895162071964087
110,window_mc,2,0.2,2.6500000000000004,ok,provisional_accepted,0.013367548374434098,0.6792942967202462
110,window_mc,2,0.3,2.7,ok,provisional_accepted,0.0331013795148154,0.66217771689758
110,window_mc,2,0.5,2.45,ok,provisional_accepted,0.15247537740077183,0.6890526611474524
110,window_mc,2,0.75,2.5,ok,provisional_accepted,0.11350758383911143,0.7014547161599141
110,window_mc,3,0.1,2.35,ok,rejected,0.12268987473478307,1.0870737146744278
110,window_mc,3,0.2,2.45,ok,provisional_accepted,0.07996278513126648,1.0364782632664118
110,window_mc,3,0.3,2.6,ok,provisional_accepted,0.10566106551911533,1.005100078774818
110,window_mc,3,0.5,3.0,ok,accepted,0.13268937645347573,0.8419931388821785
110,window_mc,3,0.75,2.55,ok,provisional_accepted,0.0445373394295667,0.9562403533530872
110,window_mc,5,0.1,4.2,ok,rejected,0.21098477762454382,1.063639098728618
110,window_mc,5,0.2,4.2,ok,rejected,0.1615435417563696,1.0589957284211649
110,window_mc,5,0.3,4.4,ok,rejected,0.0661758194048471,1.0435108514662212
110,window_mc,5,0.5,4.35,ok,rejected,0.08474151438585245,1.0383455714849625
110,window_mc,5,0.75,4.300000000000001,ok,rejected,0.12367211542304465,1.0980124560698026
110,hybrid,1,0.1,3.4000000000000004,ok,provisional_accepted,0.04463115673938075,0.9296079294640214
110,hybrid,1,0.2,3.25,ok,provisional_accepted,0.07608347075748516,0.9674511118598657
110,hybrid,1,0.3,3.35,ok,provisional_accepted,0.05893168320352783,0.9461527407974124
110,hybrid,1,0.5,3.3,ok,provisional_accepted,0.07558344162876318,0.9073480944267077
110,hybrid,1,0.75,3.35,ok,provisional_accepted,0.04576177538088083,0.8806773718347498
110,hybrid,2,0.1,2.6,ok,provisional_accepted,0.060254901369063765,0.6938713185340365
110,hybrid,2,0.2,2.6500000000000004,ok,provisional_accepted,0.009603641522283116,0.6871754827525094
110,hybrid,2,0.3,2.6,ok,provisional_accepted,0.050597702613754625,0.6837102683491629
110,hybrid,2,0.5,2.55,ok,provisional_accepted,0.14073683071647072,0.6756485641667118
110,hybrid,2,0.75,2.55,ok,provisional_accepted,0.09816635891269807,0.684513316510479
110,hybrid,3,0.1,2.7,ok,provisional_accepted,0.1509539836012865,0.9616662414642625
110,hybrid,3,0.2,2.7,ok,provisional_accepted,0.09578589735948026,0.9537106412692894
110,hybrid,3,0.3,2.75,ok,accepted,0.12570384611441182,0.9660545545723918
110,hybrid,3,0.5,2.75,ok,accepted,0.10188509319512268,0.9023661152820106
110,hybrid,3,0.75,2.75,ok,accepted,0.09503826848456792,0.894749447218853
110,hybrid,5,0.1,3.9000000000000004,ok,provisional_accepted,0.1966049458880691,1.1108749868025474
110,hybrid,5,0.2,3.85,ok,accepted,0.14360661608000846,1.1238171027165702
110,hybrid,5,0.3,4.4,ok,rejected,0.061456617330035816,1.0442487729926442
110,hybrid,5,0.5,4.300000000000001,ok,rejected,0.08441061480323694,1.039607122402492
110,hybrid,5,0.75,4.35,ok,rejected,0.1377036026638851,1.0874867551774978
111,window_mc,1,0.1,3.1500000000000004,ok,provisional_accepted,0.07631841868984715,0.9407347375499121
111,window_mc,1,0.2,3.5,ok,rejected,0.035917960193588894,0.8192115610778982
111,window_mc,1,0.3,3.1500000000000004,ok,provisional_accepted,0.059942237107961226,0.8658000866867316
111,window_mc,1,0.5,3.25,ok,provisional_accepted,0.010036514051796426,0.8374969999281264
111,window_mc,1,0.75,3.2,ok,provisional_accepted,0.010940084044095588,0.8400194749020469
111,window_mc,2,0.1,2.95,class_fraction_mismatch,rejected,0.37014268325096206,0.9139492715918244
111,window_mc,2,0.2,2.95,class_fraction_mismatch,rejected,0.3778835103580622,0.835143424587577
111,window_mc,2,0.3,2.75,class_fraction_mismatch,rejected,0.39001042075871595,0.8417750235890722
111,window_mc,2,0.5,2.9000000000000004,class_fraction_mismatch,rejected,0.4975490196078431,0.7933270641569172
111,window_mc,2,0.75,3.1,class_fraction_mismatch,rejected,0.5396390355742461,0.7625315829407667
111,window_mc,3,0.1,3.1,ok,accepted,0.08224545739053053,0.9153454197890707
111,window_mc,3,0.2,3.05,ok,accepted,0.052405122370992686,0.9200858767303227
111,window_mc,3,0.3,3.05,ok,accepted,0.008651283979165073,0.9059973727261794
111,window_mc,3,0.5,3.0,ok,accepted,0.0064321268921557935,0.9294072621801506
111,window_mc,3,0.75,2.95,ok,accepted,0.003811189515972679,0.9761617941522392
111,window_mc,5,0.1,4.25,ok,rejected,0.024000208873238324,1.0076333488080513
111,window_mc,5,0.2,4.15,ok,provisional_accepted,0.012692928228869235,1.030454689269996
111,window_mc,5,0.3,4.5,ok,rejected,0.014461192534268747,0.9667582305787344
111,window_mc,5,0.5,4.45,ok,rejected,0.021969486823855765,0.9548575853119267
111,window_mc,5,0.75,4.050000000000001,ok,provisional_accepted,0.02736803062070809,0.9124841539747409
111,hybrid,1,0.1,3.1500000000000004,ok,provisional_accepted,0.08137009081943755,0.9398911379668222
111,hybrid,1,0.2,3.1500000000000004,ok,provisional_accepted,0.05982697571302293,0.8996111154978295
111,hybrid,1,0.3,3.2,ok,provisional_accepted,0.04937123785684487,0.8553673228095579
111,hybrid,1,0.5,3.1500000000000004,ok,provisional_accepted,0.024529269011816422,0.8570315182852702
111,hybrid,1,0.75,3.1500000000000004,ok,provisional_accepted,0.010488817993983442,0.855332178491139
111,hybrid,2,0.1,2.95,class_fraction_mismatch,rejected,0.3705217621875102,0.9258720548628006
111,hybrid,2,0.2,2.9000000000000004,class_fraction_mismatch,rejected,0.3798417900884694,0.8488204622384578
111,hybrid,2,0.3,2.85,class_fraction_mismatch,rejected,0.40106575897180086,0.82348559567052
111,hybrid,2,0.5,2.85,class_fraction_mismatch,rejected,0.49341795132517546,0.8007768803648951
111,hybrid,2,0.75,2.85,class_fraction_mismatch,rejected,0.5218735348357453,0.8074644498573571
111,hybrid,3,0.1,3.1,ok,accepted,0.08737905282436721,0.9118735033334479
111,hybrid,3,0.2,3.1500000000000004,ok,accepted,0.05712874119146056,0.8910675625744504
111,hybrid,3,0.3,3.1,ok,accepted,0.02656591795674879,0.9005477705932389
111,hybrid,3,0.5,3.1500000000000004,ok,accepted,0.027420984174159876,0.9008019667528255
111,hybrid,3,0.75,3.1500000000000004,ok,accepted,0.025394870475131295,0.9307614481563103
111,hybrid,5,0.1,4.300000000000001,ok,rejected,0.01631727296286182,1.0002960021704754
111,hybrid,5,0.2,4.25,ok,rejected,0.02039987885796093,1.0092737561168132
111,hybrid,5,0.3,4.35,ok,rejected,0.03121497189047103,0.9912686354866207
111,hybrid,5,0.5,4.25,ok,rejected,0.015205273662227795,0.9778369311364886
111,hybrid,5,0.75,4.1,ok,provisional_accepted,0.020297959863211857,0.902504174031457
112,window_mc,1,0.1,2.95,ok,accepted,0.07849188824205708,0.9233691970314225
112,window_mc,1,0.2,2.85,ok,accepted,0.08274605538581228,0.9560531566342084
112,window_mc,1,0.3,2.85,ok,accepted,0.05250142361215893,0.9536039977479084
112,window_mc,1,0.5,3.0,ok,accepted,0.07256862088423797,0.9125226550595328
112,window_mc,1,0.75,3.0,ok,accepted,0.11668386999320252,0.8757713666657502
112,window_mc,2,0.1,3.65,ok,rejected,0.259232327844525,0.8778427152461008
112,window_mc,2,0.2,3.5,ok,provisional_accepted,0.2601910154406859,0.8927209651036574
112,window_mc,2,0.3,3.35,ok,provisional_accepted,0.2521802379671637,0.9217106727085894
112,window_mc,2,0.5,3.45,ok,provisional_accepted,0.222341996214481,0.9266937894263937
112,window_mc,2,0.75,3.75,ok,rejected,0.18528266740168658,0.8878519025769501
112,window_mc,3,0.1,3.35,ok,provisional_accepted,0.16681580693181822,0.9811282850627409
112,window_mc,3,0.2,2.95,ok,accepted,0.13791206807943052,1.0830138121429604
112,window_mc,3,0.3,3.35,ok,provisional_accepted,0.1890877684129017,0.9963151205363547
112,window_mc,3,0.5,3.0,ok,accepted,0.201450644504946,1.083809132166555
112,window_mc,3,0.75,3.05,ok,accepted,0.24141108201825776,1.0525896602197984
112,window_mc,5,0.1,3.45,ok,accepted,0.04707775773765624,0.8124914332393175
112,window_mc,5,0.2,3.75,ok,accepted,0.05360432198151868,0.7529659375671054
112,window_mc,5,0.3,3.5500000000000003,ok,accepted,0.04727057518644508,0.7984510331247835
112,window_mc,5,0.5,3.5,ok,accepted,0.010953139086374818,0.8209425872709618
112,window_mc,5,0.75,3.3,ok,provisional_accepted,0.035586059297798976,0.8669060069275927
112,hybrid,1,0.1,2.95,ok,accepted,0.07799449167904382,0.9247286669652105
112,hybrid,1,0.2,3.05,ok,accepted,0.0843145174606321,0.9046799783361756
112,hybrid,1,0.3,2.9000000000000004,ok,accepted,0.05144408784423852,0.9381778645821148
112,hybrid,1,0.5,2.9000000000000004,ok,accepted,0.06094561229434432,0.9274474789859
112,hybrid,1,0.75,2.8,ok,accepted,0.08499326760196318,0.9382356169078486
112,hybrid,2,0.1,3.6,ok,provisional_accepted,0.25997994441738526,0.8851130137443952
112,hybrid,2,0.2,3.7,ok,rejected,0.242435472335999,0.8747849606915433
112,hybrid,2,0.3,3.65,ok,rejected,0.23023382272974455,0.8831194038853414
112,hybrid,2,0.5,3.65,ok,rejected,0.20639684959959656,0.8974509111980783
112,hybrid,2,0.75,3.6,ok,provisional_accepted,0.1860650730952478,0.9140318293802967
112,hybrid,3,0.1,3.2,ok,accepted,0.15702928841191574,1.0130971892118137
112,hybrid,3,0.2,3.2,ok,accepted,0.16442548435445342,1.0179553823128704
112,hybrid,3,0.3,3.2,ok,accepted,0.17832042882668253,1.0329197708447764
112,hybrid,3,0.5,3.2,ok,accepted,0.2258304180750931,1.0395539713242308
112,hybrid,3,0.75,3.1500000000000004,ok,accepted,0.2423308906426156,1.0385896597895181
112,hybrid,5,0.1,3.4000000000000004,ok,accepted,0.04683017204939347,0.8123342772542488
112,hybrid,5,0.2,3.45,ok,accepted,0.07011424193150836,0.8027021299879289
112,hybrid,5,0.3,3.4000000000000004,ok,accepted,0.0588793567905839,0.8248113014697386
112,hybrid,5,0.5,3.45,ok,accepted,0.012970133485397994,0.8181236094401525
112,hybrid,5,0.75,3.4000000000000004,ok,accepted,0.017025733930505108,0.84615052034358
113,window_mc,1,0.1,2.85,ok,accepted,0.08112566208376318,0.8651884916020068
113,window_mc,1,0.2,2.95,ok,accepted,0.07857910222697816,0.8383263467138014
113,window_mc,1,0.3,2.75,ok,accepted,0.10158661141091727,0.9223592464681527
113,window_mc,1,0.5,2.95,ok,accepted,0.10301860031804352,0.866929333226905
113,window_mc,1,0.75,2.9000000000000004,ok,accepted,0.06397278911564627,0.8727514334495896
113,window_mc,2,0.1,2.7,ok,provisional_accepted,0.14184483699343192,0.7955055474660742
113,window_mc,2,0.2,2.6500000000000004,ok,provisional_accepted,0.13237055950386784,0.8039745605671044
113,window_mc,2,0.3,2.7,ok,provisional_accepted,0.16605194391860703,0.8121552458895648
113,window_mc,2,0.5,2.7,ok,provisional_accepted,0.17312790110347936,0.7743465496811601
113,window_mc,2,0.75,2.6500000000000004,ok,provisional_accepted,0.15840906315204623,0.7895560414870961
113,window_mc,3,0.1,2.9000000000000004,ok,accepted,0.0978388957305556,0.9729437951129568
113,window_mc,3,0.2,2.6500000000000004,ok,provisional_accepted,0.055241668745187766,1.0459195456222201
113,window_mc,3,0.3,3.0,ok,accepted,0.09385674717892976,0.9178440383709178
113,window_mc,3,0.5,2.95,ok,accepted,0.04226159972877525,0.894026010485274
113,window_mc,3,0.75,3.05,ok,accepted,0.0825425167061486,0.8252782281993328
113,window_mc,5,0.1,3.45,ok,accepted,0.17348961077726022,1.1016169996996386
113,window_mc,5,0.2,3.85,ok,accepted,0.19038924392065734,0.993475972220366
113,window_mc,5,0.3,3.7,ok,accepted,0.0978998131887123,1.0155382524003762
113,window_mc,5,0.5,3.75,ok,accepted,0.1326434571945861,0.9155604072851633
113,window_mc,5,0.75,3.4000000000000004,ok,accepted,0.1433147018549958,0.9574768358753603
113,hybrid,1,0.1,2.9000000000000004,ok,accepted,0.08477688964308698,0.8463745637048499
113,hybrid,1,0.2,2.9000000000000004,ok,accepted,0.09054967195550373,0.8631141075338502
113,hybrid,1,0.3,2.9000000000000004,ok,accepted,0.07563517248878315,0.8673169832868888
113,hybrid,1,0.5,2.9000000000000004,ok,accepted,0.11300791327984644,0.8766549519086907
113,hybrid,1,0.75,2.85,ok,accepted,0.0823402929980391,0.8903415720805726
113,hybrid,2,0.1,2.6,ok,provisional_accepted,0.12900293146313416,0.8254990095274547
113,hybrid,2,0.2,2.6,ok,provisional_accepted,0.12517626758597686,0.8281225128102134
113,hybrid,2,0.3,2.6,ok,provisional_accepted,0.14300659410225686,0.8374433393436831
113,hybrid,2,0.5,2.55,ok,provisional_accepted,0.1415824003852173,0.8232547732517003
113,hybrid,2,0.75,2.55,ok,provisional_accepted,0.12710931672482778,0.8083425258858504
113,hybrid,3,0.1,2.8,ok,accepted,0.0956541718486505,0.9915357440831595
113,hybrid,3,0.2,2.9000000000000004,ok,accepted,0.07226326788920613,0.9496095610036256
113,hybrid,3,0.3,2.9000000000000004,ok,accepted,0.08470432433754137,0.9545969583303815
113,hybrid,3,0.5,2.85,ok,accepted,0.041985087670366884,0.9155418971435882
113,hybrid,3,0.75,2.8,ok,accepted,0.046543414078895916,0.889668710105119
113,hybrid,5,0.1,3.5500000000000003,ok,accepted,0.19074843746519438,1.068303285057037
113,hybrid,5,0.2,3.5,ok,accepted,0.16702671762772578,1.0614806800977399
113,hybrid,5,0.3,3.65,ok,accepted,0.09996197530047782,1.0271523124112645
113,hybrid,5,0.5,3.65,ok,accepted,0.12117871590923725,0.9257377915380287
113,hybrid,5,0.75,3.5500000000000003,ok,accepted,0.15861569680564622,0.9267254198509928
114,window_mc,1,0.1,2.95,ok,accepted,0.03271546645801305,0.8913515008004196
114,window_mc,1,0.2,2.85,ok,accepted,0.017128339960351735,0.9140915477797024
114,window_mc,1,0.3,2.9000000000000004,ok,accepted,0.011706236493883419,0.9042629488161884
114,window_mc,1,0.5,2.7,ok,accepted,0.007579495320019181,0.9210858369760254
114,window_mc,1,0.75,3.0,ok,accepted,0.09619032236631962,0.8920880709648173
114,window_mc,2,0.1,2.7,ok,provisional_accepted,0.09686302681992331,0.8985006882406185
114,window_mc,2,0.2,2.9000000000000004,ok,accepted,0.10551982365552437,0.8603432416090725
114,window_mc,2,0.3,2.6500000000000004,ok,provisional_accepted,0.12172298978146887,0.9268400733388338
114,window_mc,2,0.5,3.0,ok,accepted,0.22979458170577427,0.8612793062333518
114,window_mc,2,0.75,2.95,ok,accepted,0.24566613162118778,0.8671590063267598
114,window_mc,3,0.1,3.05,ok,accepted,0.17337369655885476,0.867891941019134
114,window_mc,3,0.2,2.95,ok,accepted,0.16148513455693045,0.8738914014465479
114,window_mc,3,0.3,3.05,ok,accepted,0.1876115298217622,0.8403640530651171
114,window_mc,3,0.5,2.7,ok,provisional_accepted,0.12080286510730415,0.9110451821351022
114,window_mc,3,0.75,2.85,ok,accepted,0.16146562662716804,0.8676405602306452
114,window_mc,5,0.1,4.050000000000001,ok,provisional_accepted,0.03817238157377249,1.0154355012420542
114,window_mc,5,0.2,4.0,ok,provisional_accepted,0.03818378868616576,1.0309936704405418
114,window_mc,5,0.3,3.85,ok,accepted,0.021740433286090374,1.0505290074375697
114,window_mc,5,0.5,4.0,ok,provisional_accepted,0.047001396796618154,1.0472076427786325
114,window_mc,5,0.75,3.85,ok,accepted,0.03710147219696064,1.0263103349946328
114,hybrid,1,0.1,2.9000000000000004,ok,accepted,0.022125007040799154,0.9073527948511667
114,hybrid,1,0.2,2.9000000000000004,ok,accepted,0.020373169065234523,0.9102880248525747
114,hybrid,1,0.3,2.9000000000000004,ok,accepted,0.01652701198684898,0.907080012152616
114,hybrid,1,0.5,2.85,ok,accepted,0.03271734640734157,0.8750252634343307
114,hybrid,1,0.75,2.85,ok,accepted,0.07593361214392265,0.9340875646694284
114,hybrid,2,0.1,2.8,ok,accepted,0.10430791718413808,0.8807633360935163
114,hybrid,2,0.2,2.8,ok,accepted,0.08864173586277958,0.8868809206927996
114,hybrid,2,0.3,2.75,ok,accepted,0.12831609322974474,0.9006239874097353
114,hybrid,2,0.5,2.75,ok,accepted,0.18538494919641235,0.9209008135337532
114,hybrid,2,0.75,2.75,ok,accepted,0.21099903938520653,0.9128157297128741
114,hybrid,3,0.1,2.95,ok,accepted,0.16139841111367756,0.887730472513465
114,hybrid,3,0.2,2.9000000000000004,ok,accepted,0.15783409907409823,0.87659581028931
114,hybrid,3,0.3,2.95,ok,accepted,0.19039143353381083,0.8664469857828269
114,hybrid,3,0.5,2.95,ok,accepted,0.15491271546089572,0.8493370984062033
114,hybrid,3,0.75,2.95,ok,accepted,0.17268268260324737,0.8474591343007783
114,hybrid,5,0.1,4.1,ok,provisional_accepted,0.037735720126552685,1.0127920016452467
114,hybrid,5,0.2,4.0,ok,provisional_accepted,0.037616583855889625,1.0290372181262177
114,hybrid,5,0.3,4.1,ok,provisional_accepted,0.010404429576652493,1.0166519410887265
114,hybrid,5,0.5,4.0,ok,provisional_accepted,0.045995460890626935,1.0337957578520744
114,hybrid,5,0.75,3.9000000000000004,ok,provisional_accepted,0.04392007812706203,1.0291887947846634
115,window_mc,1,0.1,2.5,ok,provisional_accepted,0.15474647388570778,0.7640799514207488
115,window_mc,1,0.2,2.5,ok,provisional_accepted,0.17501396949854292,0.7779393603193991
115,window_mc,1,0.3,2.7,ok,accepted,0.20595004702779557,0.7218620167176659
115,window_mc,1,0.5,2.5,ok,provisional_accepted,0.16459688536995837,0.8029125180910358
115,window_mc,1,0.75,2.4,ok,provisional_accepted,0.1739486864184247,0.7763075646823516
115,window_mc,2,0.1,2.85,ok,accepted,0.2941485903422188,0.9788905393347128
115,window_mc,2,0.2,2.95,class_fraction_mismatch,rejected,0.31837201110070545,0.9448987724476896
115,window_mc,2,0.3,2.75,ok,accepted,0.25791911556903135,0.9952034424257165
115,window_mc,2,0.5,2.95,class_fraction_mismatch,rejected,0.3112684987666955,0.9544969423953417
115,window_mc,2,0.75,2.85,ok,accepted,0.2878762852047351,0.9482703766965385
115,window_mc,3,0.1,2.75,ok,accepted,0.20205372502315733,0.8560676452916292
115,window_mc,3,0.2,2.75,ok,accepted,0.198321099238183,0.8188018260530172
115,window_mc,3,0.3,2.95,ok,accepted,0.2264343954027139,0.7689947556313644
115,window_mc,3,0.5,2.8,ok,accepted,0.22085341160439773,0.804747319405705
115,window_mc,3,0.75,2.75,ok,accepted,0.23449853432683593,0.8093190771750483
115,window_mc,5,0.1,3.3,ok,provisional_accepted,0.09027487820233246,0.8469435755401477
115,window_mc,5,0.2,3.45,ok,accepted,0.10424478573657527,0.8195835003015768
115,window_mc,5,0.3,3.35,ok,accepted,0.10532248015809267,0.8436924286699758
115,window_mc,5,0.5,3.5500000000000003,ok,accepted,0.02434734332935322,0.8182732927235105
115,window_mc,5,0.75,3.4000000000000004,ok,accepted,0.02903401572351518,0.8416780931436962
115,hybrid,1,0.1,2.4,ok,provisional_accepted,0.13155709136577223,0.8012318940068106
115,hybrid,1,0.2,2.4,ok,provisional_accepted,0.15241551237527212,0.8177363030687969
115,hybrid,1,0.3,2.4,ok,provisional_accepted,0.1469967925120948,0.8148994988405664
115,hybrid,1,0.5,2.4,ok,provisional_accepted,0.14078954883665387,0.8251347420470913
115,hybrid,1,0.75,2.4,ok,provisional_accepted,0.17536336955907517,0.7709190681635069
115,hybrid,2,0.1,2.95,class_fraction_mismatch,rejected,0.3153197223117256,0.9539941228759501
115,hybrid,2,0.2,2.9000000000000004,class_fraction_mismatch,rejected,0.30902038854946107,0.9628825521610311
115,hybrid,2,0.3,2.95,ok,accepted,0.2838178225364854,0.9448397084604493
115,hybrid,2,0.5,2.95,class_fraction_mismatch,rejected,0.30821355143237367,0.9651032125962995
115,hybrid,2,0.75,3.0,class_fraction_mismatch,rejected,0.31626473485209544,0.9260412957397253
115,hybrid,3,0.1,2.8,ok,accepted,0.20367404616109283,0.8502740262601893
115,hybrid,3,0.2,2.8,ok,accepted,0.19371636429819084,0.8092450801469921
115,hybrid,3,0.3,2.8,ok,accepted,0.21136491821771017,0.8077071261489311
115,hybrid,3,0.5,2.8,ok,accepted,0.22423138700559012,0.8081998395237104
115,hybrid,3,0.75,2.8,ok,accepted,0.23571978444957664,0.7928607145351745
115,hybrid,5,0.1,3.45,ok,accepted,0.07385807663705035,0.8229027209066783
115,hybrid,5,0.2,3.4000000000000004,ok,accepted,0.11078787878787871,0.8302504074593174
115,hybrid,5,0.3,3.45,ok,accepted,0.09466517308048096,0.8303326505924972
115,hybrid,5,0.5,3.45,ok,accepted,0.04294330529395672,0.8300973421604516
115,hybrid,5,0.75,3.4000000000000004,ok,accepted,0.029496324258544433,0.8420672558124594
116,window_mc,1,0.1,3.0,ok,accepted,0.0974602977430139,0.7303021415109594
116,window_mc,1,0.2,2.55,ok,provisional_accepted,0.05694476888969197,0.8501077468384189
116,window_mc,1,0.3,2.7,ok,accepted,0.09135904756457791,0.8103366324393947
116,window_mc,1,0.5,2.6,ok,accepted,0.06732802484793746,0.8051649950034192
116,window_mc,1,0.75,2.6500000000000004,ok,accepted,0.09449600052910262,0.7534343033076623
116,window_mc,2,0.1,2.8,ok,accepted,0.10494160462911394,0.6241181689775174
116,window_mc,2,0.2,2.6500000000000004,ok,provisional_accepted,0.10623847572218806,0.6337037806627711
116,window_mc,2,0.3,2.7,ok,provisional_accepted,0.10941375422773392,0.6410143252140397
116,window_mc,2,0.5,2.5,ok,provisional_accepted,0.11781999095431929,0.677065844445922
116,window_mc,2,0.75,2.6,ok,provisional_accepted,0.15119297991152364,0.6567941113555582
116,window_mc,3,0.1,2.75,ok,accepted,0.14525671918839844,0.6807065128003736
116,window_mc,3,0.2,2.45,ok,provisional_accepted,0.09932590925405933,0.7465947243842531
116,window_mc,3,0.3,2.6,ok,provisional_accepted,0.09313684914612981,0.7233780147323244
116,window_mc,3,0.5,2.55,ok,provisional_accepted,0.07563523965246483,0.7300704911640716
116,window_mc,3,0.75,2.55,ok,provisional_accepted,0.08213266130496354,0.7131874677034126
116,window_mc,5,0.1,3.5,ok,accepted,0.22909644630032533,1.053057254269105
116,window_mc,5,0.2,3.75,ok,accepted,0.24469546518438484,0.9999705061374612
116,window_mc,5,0.3,3.7,ok,accepted,0.19127945117702996,1.030377507940447
116,window_mc,5,0.5,3.75,ok,accepted,0.1881805715539466,1.0028046083130426
116,window_mc,5,0.75,3.7,ok,accepted,0.17694572101641098,0.9533500709101594
