trace_id,face_id,p0_x,p0_y,p0_z,p1_x,p1_y,p1_z,set_id,x_face,x_face_nominal,dx,parent_fracture_id,normal_x,normal_y,normal_z,confidence
78,1,6.0,1.291777491569519,6.831161975860596,6.0,2.9112863540649414,5.835531711578369,5,6.0,6.0,0.0,4518878,-0.7013768553733826,-0.3733023703098297,-0.6072197556495667,1.0
79,1,6.0,-0.9189503192901611,0.913390576839447,6.0,-0.6676958902634458,1.1102230246251565e-16,5,6.0,6.0,0.0,4595607,-0.8172467350959778,-0.5556487441062927,-0.15284724533557892,1.0
80,1,6.0,5.1043291091918945,1.113034725189209,6.0,5.349365702494239,0.9306698202316964,5,6.0,6.0,0.0,4732521,-0.7610867023468018,-0.3872676193714142,-0.5203564167022705,1.0
81,1,6.0,1.5207570791244507,4.13059139251709,6.0,4.352735996246338,3.413640022277832,5,6.0,6.0,0.0,4754383,-0.8245711326599121,-0.1388484686613083,-0.5484555959701538,1.0
82,1,6.0,-3.9146807193756104,4.937657833099365,6.0,-2.4412038326263428,3.1646454334259033,5,6.0,6.0,0.0,4765651,-0.5813577771186829,-0.6257613301277161,-0.5200441479682922,1.0
83,1,6.0,-2.16743563456629,7.501281877255361,6.0,-1.9770441055297852,7.144274711608887,5,6.0,6.0,0.0,4773569,-0.6429653763771057,-0.6757996082305908,-0.3604032099246979,1.0
84,2,9.0,-1.1701385974884033,6.57417106628418,9.0,-0.9517589363241916,7.875076802736597,1,9.0,9.0,0.0,13209,0.023705825209617615,0.9859240651130676,-0.1655045449733734,1.0
85,2,9.0,-3.7900218963623047,1.5115083456039429,9.0,-4.015252113342285,3.9733810424804688,1,9.0,9.0,0.0,135020,-0.23500153422355652,0.9679526090621948,0.08855541795492172,1.0
86,2,9.0,-5.198925018310547,3.8531734943389893,9.0,-5.145555740801587,4.407603071307454,1,9.0,9.0,0.0,163519,-0.3651254177093506,0.9266749620437622,-0.08920148015022278,1.0
87,2,9.0,-4.448616027832031,1.156693696975708,9.0,-4.374245643615723,1.9997889995574951,1,9.0,9.0,0.0,220931,-0.26008376479148865,0.9618511199951172,-0.08484599739313126,1.0
88,2,9.0,2.727337598800659,0.1650051474571228,9.0,3.5597918033599854,1.44527268409729,1,9.0,9.0,0.0,261068,-0.12817130982875824,0.8314449787139893,-0.5406213402748108,1.0
89,2,9.0,4.608882904052734,1.4464130401611328,9.0,4.7524802660316245,5.2254889233981565,1,9.0,9.0,0.0,297988,-0.30060091614723206,0.9530622363090515,-0.03621448576450348,1.0
90,2,9.0,2.6890745162963867,6.478325843811035,9.0,2.903681184677134,7.131673357053543,1,9.0,9.0,0.0,304050,-0.24040547013282776,0.9221968054771423,-0.3029162883758545,1.0
91,2,9.0,-0.0016820728778839111,6.664125919342041,9.0,-0.5537368783578799,7.911162718740314,1,9.0,9.0,0.0,385756,-0.4318183362483978,0.8247571587562561,0.3651144802570343,1.0
92,2,9.0,-2.8236595752762113,0.0,9.0,-2.620424270629883,2.2173964977264404,1,9.0,9.0,0.0,531454,-0.6074090600013733,0.7910733819007874,-0.07250576466321945,1.0
93,2,9.0,-1.9814331531524658,2.5821125507354736,9.0,-3.414787530899048,4.847241401672363,1,9.0,9.0,0.0,551616,-0.7088904976844788,0.5960124731063843,0.3771516978740692,1.0
