trace_id,face_id,x_face,p0_x,p0_y,p0_z,p1_x,p1_y,p1_z,set_id,parent_fracture_id
274,3,6.136654,6.0812044,5.4547625,1.7483568,6.1921034,3.3047626,1.726085,4,4078466
275,3,6.0174656,6.1238027,-0.5452373,2.773079,5.911128,-3.1952374,0.017241357,4,4080215
276,3,6.0804996,6.140072,-0.045237325,4.933773,6.020928,-2.7229214,4.35,4,4113548
277,3,6.148638,6.1360865,5.4047627,3.417648,6.1611886,2.4547627,0.019281559,4,4114994
278,3,5.9831324,6.102521,0.7887344,3.95,5.863744,-5.049855,0.1,4,4140642
279,3,6.1057706,6.1116586,0.15476267,5.704144,6.099882,-1.3226275,6.2,5,4362767
280,3,6.0919323,6.1128707,-1.0452373,3.2298648,6.0709934,-2.1952374,4.7289724,5,4444702
281,3,6.0424805,6.072476,-0.72308534,7.8,6.012485,-2.4952374,7.1953206,5,4480390
282,3,6.089962,6.09583,0.10476267,0.021431277,6.084094,-0.09523733,0.2846777,5,4512519
283,3,6.0329065,6.0300207,2.8547628,5.836247,6.0357924,1.3547627,6.7511435,5,4518878
284,3,6.0479827,6.069506,-0.7846199,0.05,6.0264587,-0.94523734,0.86846304,5,4595607
285,3,6.1151423,6.1019936,5.304763,0.8145202,6.128291,5.054763,0.96210116,5,4732521
286,3,6.1139107,6.160305,4.0399184,3.25,6.067516,1.6047627,4.008166,5,4754383
287,3,6.002084,5.979056,-2.4452374,3.190252,6.0251117,-3.906415,4.9,5,4765651
288,3,6.026767,6.0304995,-2.0105085,7.15,6.0230346,-2.1633766,7.45,5,4773569
289,4,9.022736,9.049429,-0.9572529,7.85,8.996042,-1.1656814,6.6,1,13209
290,4,8.977018,8.995448,-4.014396,3.95,8.95859,-3.7986193,1.5,1,135020
291,4,9.014392,8.994386,-5.153798,4.35,9.034399,-5.181,3.9,1,163519
292,4,8.960117,8.970395,-4.3952374,1.8521657,8.94984,-4.436323,1.45,1,220931
293,4,8.976361,8.956499,3.523485,1.4,8.996223,2.7497163,0.2,1,261068
294,4,8.926865,8.969829,4.741657,5.2,8.883901,4.579798,1.65,1,297988
295,4,9.020042,9.01995,2.9047627,7.118626,9.020134,2.7011385,6.5,1,304050
296,4,9.009007,9.063352,-0.5157178,7.9,8.954663,-0.04136371,6.7,1,385756
297,4,8.997858,9.037493,-2.5931642,2.2,8.958223,-2.8490674,0.05,1,531454
298,4,8.998369,8.9601965,-3.4452374,4.819527,9.036542,-1.9811226,2.65,1,551616
299,4,9.010436,9.01109,2.099936,7.5,9.009782,2.1146166,7.3,1,687769
300,4,8.916291,8.886873,-0.7952373,0.04918585,8.94571,-0.24523732,1.2611268,2,798577
301,4,9.025735,9.002255,-0.09211018,7.35,9.049214,0.056548316,7.95,2,812607
302,4,8.906469,8.909065,1.2608567,3.35,8.903873,0.6527855,4.15,2,867397
303,4,8.926875,8.937992,3.3047626,2.33663,8.915757,-0.29523733,5.533924,2,1083443
304,4,9.004799,8.998506,-3.4452374,3.6326983,9.011092,-1.9359912,5.8,2,1111309
305,4,8.993735,8.992225,1.4275957,6.2,8.995247,1.09912,7.8,2,1295092
306,4,9.041188,9.036869,-1.1452373,7.6862917,9.0455065,-1.0635355,7.85,2,1319777
307,4,9.038355,9.018424,-0.56783754,7.3,9.058285,-0.11159529,7.95,2,1380767
308,4,8.978142,9.048717,-5.3959436,2.75,8.907568,-4.8682733,0.05,2,1466940
309,4,8.969417,9.003093,3.199045,0.6,8.93574,3.3867428,2.15,2,1547062
310,4,9.038571,9.0400715,3.6047628,0.0521136,9.037071,3.6033692,0.05,2,1668504
311,4,8.956684,8.945153,-1.489753,0.05,8.968215,-1.57899,0.3,2,1740059
312,4,8.96657,8.945353,-5.301959,0.9,8.987788,-2.1581652,7.5,2,1918946
313,4,8.98165,8.961078,-3.6952374,6.5179286,9.002223,-2.5452373,6.7346306,2,1956217
314,4,9.025015,8.986626,-1.2819744,6.0,9.063405,-0.5931779,7.9,2,2089558
315,4,9.012339,8.993776,3.3547628,5.284162,9.030902,2.0047626,6.1015244,2,2426983
316,4,9.021846,9.069341,5.033428,0.05,8.97435,4.423916,5.7,3,2573061
317,4,9.003789,8.944173,1.2047627,0.009607677,9.063405,-0.5519927,7.9,3,2673183
318,4,8.994869,9.005123,-1.02707,2.15,8.984614,-1.1102527,3.05,3,2675350
319,4,9.049039,9.036465,-5.2589936,2.55,9.061613,-5.3794756,3.35,3,2902593
320,4,8.915021,8.903682,0.96070844,3.75,8.92636,0.14356618,6.2,3,2962916
321,4,9.001935,8.998931,-2.4688401,0.5,9.004939,-3.3214974,2.55,3,3037062
322,4,8.992562,8.9606285,4.1547627,1.0915161,9.024495,2.047559,4.9,3,3268815
323,4,8.95016,8.9229765,-3.4278634,0.05,8.977344,-4.4329295,1.95,3,3396781
324,4,9.024872,9.048472,-2.3452373,2.0822692,9.001271,-1.6430783,3.6,3,3410561
325,4,8.901151,8.873755,4.1331205,2.45,8.928546,5.054763,4.57034,3,3490873
326,4,8.943335,8.893293,0.45108855,0.05,8.993375,1.4026942,7.75,3,3547316
327,4,8.979998,8.984163,3.7727199,5.35,8.975832,3.9297535,6.05,3,3565370
328,4,8.991745,8.980995,-2.6702063,0.3,9.002495,-1.7252975,4.2,3,3617869
329,4,9.010488,9.009734,-1.8586127,5.1,9.01124,-1.9221066,5.95,3,3720968
330,4,9.014852,9.015641,3.1547627,0.046318106,9.014061,3.2743816,0.3,3,3723109
331,4,9.014709,9.013952,2.9382515,5.3,9.015467,2.827409,6.8,3,3756072
332,4,8.947173,8.944278,3.5235045,1.6,8.950068,4.2071424,4.25,3,3777444
333,4,8.939921,8.9691725,-4.0452375,4.3788314,8.910669,-4.5656238,5.2,3,3803364
334,4,9.025503,9.078929,4.5788856,0.05,8.972078,4.729717,0.8,3,3814986
335,4,9.0077,9.011092,-1.9047219,5.8,9.004309,-1.5814441,6.3,3,3851944
336,4,8.87663,8.88154,5.5047626,2.1524513,8.87172,5.2323017,2.0,4,3877443
337,4,8.931275,8.936971,5.0047626,4.6690483,8.925581,-1.2952373,0.034067504,4,3878550
338,4,8.9932575,8.975991,4.2047625,5.040338,9.010524,-4.0452375,3.6869454,4,3912446
339,4,8.984721,8.968373,4.7547626,5.201959,9.001069,2.5547626,4.5738077,4,3918569
340,4,8.963876,8.9519005,4.9047627,4.851262,8.975851,2.5547626,3.9359608,4,3930309
341,4,8.927456,8.946199,-0.24523732,2.1688833,8.908711,-5.0452375,0.02950294,4,3931480
342,4,8.993252,9.022833,2.7047627,7.233422,8.963671,-0.7952373,6.271156,4,3933064
343,4,8.983079,9.001029,0.9047627,7.8684244,8.965129,-5.0452375,4.6139975,4,3934136
344,4,9.019324,8.997873,1.6547626,7.6603065,9.040776,-5.445237,2.6446393,4,3938383
345,4,8.935022,8.973524,4.2547626,5.8666945,8.896522,-4.1452374,0.011655182,4,3942815
346,4,8.960653,8.974926,4.4047627,5.657146,8.946381,1.8047627,3.638386,4,3949402
347,4,8.894082,8.89116,5.2547626,4.100368,8.897003,5.1547627,4.086653,4,3958105
348,4,8.919675,8.964909,1.933031,3.9,8.874442,-0.026759975,0.05,4,3964077
349,4,8.933709,8.880408,5.5047626,2.68343,8.98701,2.3547628,0.029723397,4,3973543
350,4,8.944277,8.943202,-4.945237,1.0588914,8.945353,-5.3452373,0.93925184,4,3980593
351,4,8.967356,8.972569,4.1547627,6.012167,8.962142,0.9047627,5.244488,4,3982313
352,4,8.943753,8.975271,3.9047627,6.305681,8.912236,-4.7452374,5.228402,4,3992991
353,4,8.924773,8.973139,4.31908,5.85,8.876408,-0.5952373,0.019999545,4,4000087
354,4,8.983277,8.961264,4.8547626,5.065664,9.005291,-5.4952374,2.0771618,4,4002460
355,4,9.033299,9.051075,-0.9095356,7.85,9.015525,-2.7115252,3.05,4,4007496
356,4,8.965416,9.031858,0.31576785,7.9,8.898973,-4.1169806,0.05,4,4018219
357,4,8.976508,8.991938,3.5047626,6.6565657,8.961078,-3.6952374,6.532871,4,4068000
358,4,8.92558,8.925975,5.067886,4.5,8.925185,4.9547625,4.389,4,4075733
359,4,9.016652,8.974116,3.9547627,6.2197366,9.059189,-5.3958516,3.55,4,4078059
360,4,8.879642,8.878833,5.4547625,1.737772,8.880451,4.554763,1.7286234,4,4078466
361,4,8.914868,8.917358,-0.42089447,3.3,8.912378,-3.5952373,0.035642266,4,4080215
362,4,8.983248,8.993375,1.3591284,7.75,8.973121,1.2404233,7.25,4,4092658
363,4,8.9224205,8.92128,1.4547627,3.2828124,8.923562,-3.3952372,0.005606302,4,4140642
364,4,9.0329895,9.078929,4.578159,0.05,8.987051,4.3314166,0.8,5,4206539
365,4,8.918719,8.903487,4.1547627,1.614858,8.933952,3.4547627,1.9350009,5,4408230
366,4,8.991605,8.985127,1.5810605,6.9,8.998082,0.9359484,7.85,5,4598760
367,4,8.980148,8.981108,2.6872163,2.35,8.979189,2.1025586,4.1,5,4835805
