set_id,cx,cy,cz,nx,ny,nz,radius,adoption,radius_status,arc_deg,n_traces,n_faces,residual_m
1,0.5320579223240252,-4.775902798508746,-0.277212454477141,0.33030022514908114,-0.834282038309661,-0.44144675989335774,0.6041259125379745,deterministic_disc,determined,235.9,2,2,1.4355270699232468e-08
1,0.0,4.374290227890015,-2.150136709213257,0.3076565238728976,-0.9329694427851397,0.1868568493463143,0.7226532355652198,deterministic_disc,shrinkage,0.0,1,1,2.6761028715667434e-08
1,0.5,4.580345153808594,-3.035981148481369,0.2626446980169067,-0.9348752946945215,-0.23880105940602464,1.2556878073328006,deterministic_disc,shrinkage,0.0,2,2,5.561245780028721e-08
1,0.0,1.7916465997695923,-2.55656760931015,0.3697772017328239,-0.9250403024759432,0.08697850236614815,0.6772560247695235,deterministic_disc,shrinkage,0.0,1,1,2.5744717851299964e-08
1,0.6281127449735542,-1.1267311701734088,-3.019450583588951,0.5379903469766222,-0.7601868858937509,0.36425579621350546,0.8329984266147655,deterministic_disc,determined,267.6,3,2,0.04153648489440125
1,1.5,3.511746346950531,0.4978007972240448,0.1281199597028296,-0.927768305109011,0.35047289190591974,2.1502177893422916,deterministic_disc,shrinkage,37.2,4,4,4.002326968395763e-08
1,0.5,4.948384046554565,-0.5580852814018726,0.04727321010764697,-0.898321557894732,0.4367878457875175,1.0380470034747826,deterministic_disc,shrinkage,0.0,2,2,8.451098854249144e-08
1,0.0,1.5142532289028168,2.1063173413276672,0.3042474976325832,-0.8233219957388452,0.4791391776059605,1.8020897368636817,deterministic_disc,shrinkage,0.0,1,1,1.085912158429377e-08
1,0.0,4.50011682510376,-0.06242360174655914,0.011535101345918997,0.9930283234169971,0.11731023113338122,0.5,deterministic_disc,shrinkage,0.0,1,1,2.1684169041653092e-08
1,0.0,1.747638761997223,-3.7126787900924683,0.43124720089398216,-0.8506507205527079,0.30069786055817627,0.5,deterministic_disc,shrinkage,0.0,1,1,2.7938856325353193e-08
1,0.0,0.10983014851808548,-3.591177463531494,0.4436091675199732,-0.8883617309134898,-0.11842441277297931,0.5,deterministic_disc,shrinkage,0.0,1,1,6.940150537742846e-10
1,0.3333333333333333,-0.5092823803424835,0.16691862543423971,0.05271247737936475,-0.9683825621908657,0.24383725714743465,1.2354572918204418,deterministic_disc,shrinkage,252.2,3,2,0.06002053196666626
1,0.0,3.5189064741134644,1.7904417514801025,0.14100512632421688,-0.9898202257978593,-0.019325500039239895,1.0792571270909355,deterministic_disc,shrinkage,0.0,1,1,1.4289774466146442e-08
1,0.515114328867312,3.552950832722402,-1.0624616171436776,0.1337484769305652,-0.9859370040249035,-0.10019764973866153,0.8606502473132436,deterministic_disc,determined,249.3,2,2,4.2591736672313354e-08
